Particle,xFmax
1913,1234.83
1914,1225.77
1915,1287.63
1916,1173.37
1917,1176.48
1918,1378.99
1919,1116.06
1920,1269.09
1921,1168.12
1922,1171.75
1923,1115.08
1924,1218.4
1925,1386
1926,1168.29
1927,1297.57
1928,336.01
1929,1165.59
1930,1164.82
1931,1258.77
1932,1197.54
1933,1370.58
1934,1320.98
1935,1166.19
1936,1155.72
1937,1360.15
1938,1177.2
1939,1236.93
1940,1249.52
1941,1204.2
1942,1205.07
1943,1354.4
1944,138.92
1945,1172.39
1946,1322.57
1947,1143.37
1948,1258.01
1949,1147.69
1950,1153.95
1951,1178.01
1952,1130
1953,1552.19
1954,1180.72
1955,1200.71
1956,1135.65
1957,1188.28
1958,1206.52
1959,1389.75
1960,297.32
1961,1246.31
1962,155.24
1963,1206.03
1964,332.42
1965,1322.01
1966,1253
1967,1096.59
1968,1240.4
1969,1160.9
1970,1411.74
1971,1186.97
1972,1183.38
1973,1140.18
1974,1192.02
1975,1146.21
1976,1346.29
1977,1210.78
1978,313.85
1979,332.42
1980,290.69
1981,1149.48
1982,1253.99
1983,1120.09
1984,1129.29
1985,1193.65
1986,1152.09
1987,1166.19
1988,1103.68
1989,1241.93
1990,1190.97
1991,1307.82
1992,1184.57
1993,1159.74
1994,1152.78
1995,1181.91
1996,1236
1997,1201.67
1998,1280.62
1999,1184.31
2000,1143.9
2001,1347.15
2002,1202.66
2003,1215.94
2004,1200.75
2005,1237.13
2006,1170.98
2007,1306.33
2008,1149.83
2009,332.42
2010,1149.78
2011,1170.68
2012,1129.69
2013,1246.15
2014,1422.71
2015,1189.29
2016,1144.95
2017,1410.57
2018,1221.88
2019,1230.04
2020,1149.83
2021,1185.96
2022,1303.84
2023,427.2
2024,532.26
2025,298.33
2026,608.28
2027,1155.21
2028,1133.58
2029,1127.12
2030,1202.54
2031,1276.32
2032,1126.81
2033,1426.67
2034,1142.85
2035,63.25
2036,1096.22
2037,1093.43
2038,63.25
2039,1426.11
2040,1337.65
2041,1327.74
2042,1347.66
2043,1206.03
2044,1183.3
2045,1276.13
2046,1065.32
2047,1400.36
2048,1096.04
2049,1156.76
2050,1218.28
2051,1092.52
2052,67.08
2053,1220.25
2054,1158.02
2055,1246.31
2056,1448.86
2057,1126.06
2058,1091.65
2059,1260.36
2060,1170.47
2061,1185.33
2062,1170.98
2063,1162.11
2064,1219.26
2065,1184.23
2066,1298.69
2067,1335.55
2068,1212.64
2069,1191.01
2070,1209.34
2071,1125.39
2072,1152.61
2073,1208.39
2074,1381.59
2075,1162.11
2076,1161.03
2077,1305.11
2078,1288.6
2079,1182.29
2080,1153.17
2081,1151.56
2082,1169.02
2083,1326.08
2084,1259.36
2085,1162.11
2086,1132.25
2087,1243.54
2088,89.44
2089,283.02
2090,1128.05
2091,1137.19
2092,1291.2
2093,67.08
2094,1340.15
2095,1280.62
2096,1298.08
2097,1148.65
2098,1436.73
2099,1320.98
2100,1380.62
2101,1232.27
2102,53.85
2103,141.42
2104,82.46
2105,1134.55
2106,1160
2107,1344.66
2108,1147.69
2109,1142.37
2110,1195.7
2111,1396.46
2112,1221.23
2113,1310.95
2114,1299.58
2115,1483.54
2116,1264
2117,1203.04
2118,1192.18
2119,1103.86
2120,1210.37
2121,310.48
2122,376.43
2123,1137.01
2124,1158.02
2125,1325.44
2126,1332.55
2127,1107.52
2128,1176.86
2129,1270.94
2130,1157.41
2131,1221.84
2132,1303
2133,63.25
2134,1278.83
2135,1224.42
2136,1170
2137,1310.42
2138,1144.03
2139,1170.98
2140,1172.77
2141,1218.24
2142,1240.36
2143,1155.72
2144,1166.19
2145,1166.06
2146,1195.7
2147,1305.07
2148,1366.93
2149,1127.92
2150,1740
2151,1377.13
2152,1193.69
2153,1162.45
2154,1124.46
2155,1171.75
2156,1218.24
2157,1106.39
2158,1214.58
2159,1087.84
2160,1186.09
2161,58.31
2162,1169.7
2163,1197.54
2164,1187.01
2165,1132.83
2166,1266.06
2167,1312.4
2168,1361.25
2169,1230.16
2170,1264.36
2171,1294.02
2172,1151.35
2173,1156.94
2174,1170.47
2175,1363.41
2176,1157.41
2177,1189.83
2178,1136.35
2179,1169.27
2180,53.85
2181,50
2182,1387.16
2183,1265.7
2184,1223.32
2185,355.11
2186,1246.8
2187,1154.34
2188,1208.39
2189,1167.6
2190,1140.04
2191,1298.5
2192,1256.74
2193,50
2194,1244.55
2195,1192.18
2196,1158.84
2197,1141.27
2198,1086.83
2199,1272.24
2200,1387.55
2201,117.05
2202,1121.61
2203,1159.74
2204,1328.53
2205,1539.42
2206,1307.36
2207,1234.91
2208,1176.14
2209,1342.39
2210,1253
2211,1179.92
2212,1281.29
2213,1232.27
2214,1176.44
2215,1143.37
2216,1151.17
2217,1166.19
2218,1218.28
2219,1437.81
2220,1165.03
2221,1132.08
2222,1086.83
2223,1218.28
2224,1336.86
2225,1310.42
2226,1380.04
2227,1204.2
2228,1256.03
2229,1160.39
2230,1106.8
2231,1106.39
2232,1152.56
2233,1172.39
2234,1150.39
2235,1257.18
2236,1135.34
2237,1250
2238,1138.46
2239,1157.41
2240,1118.3
2241,1229.67
2242,1220.66
2243,1257.18
2244,1328.5
2245,1258.97
2246,1172.01
2247,1178.86
2248,1208.8
2249,1340.82
2250,1072.99
2251,1183.77
2252,1066.07
2253,1214.33
2254,1088.53
2255,1304.19
2256,1160.17
2257,1357.72
2258,1198.54
2259,1210.17
2260,1338.43
2261,1290.04
2262,1110.72
2263,1161.08
2264,1108.02
2265,1122.94
2266,1242.58
2267,1212.64
2268,1423.38
2269,1267.16
2270,1303.84
2271,1192.18
2272,1140.39
2273,325.58
2274,1208.3
2275,1154.34
2276,1172.9
2277,1135.65
2278,1138.51
2279,1303.61
2280,1176.86
2281,1364.73
2282,1157.32
2283,1218.28
2284,1249.52
2285,1346.29
2286,1214.91
2287,1224.5
2288,344.82
2289,1185.96
2290,1250
2291,1171.54
2292,1128.72
2293,1266.49
2294,1104.36
2295,1240.64
2296,1127.7
2297,1210.37
2298,1214.62
2299,1217.58
2300,1196.41
2301,1192.18
2302,1212.64
2303,1270.12
2304,1206.73
2305,1104.94
2306,306.76
2307,1174.56
2308,1067.75
2309,1128.05
2310,1150
2311,1162.11
2312,1277.69
2313,1138.64
2314,1268.27
2315,1270.16
2316,1168.46
2317,1214.91
2318,1210.5
2319,1306.79
2320,1146.34
2321,1292.83
2322,348.28
2323,1272.01
2324,1247.88
2325,1206.03
2326,1321.36
2327,288.44
2328,1309.81
2329,1237.94
2330,1137.19
2331,347.85
2332,80.62
2333,1225.28
2334,1184.44
2335,1320.08
2336,1171.54
2337,1112.88
2338,1271.42
2339,116.62
2340,1153.13
2341,111.8
2342,1159.53
2343,1174.78
2344,1203.33
2345,1358.82
2346,1200
2347,1164.99
2348,1268.46
2349,1118.03
2350,120.83
2351,1118.26
2352,1376.37
2353,94.34
2354,248.39
2355,310.16
2356,254.95
2357,1195.07
2358,1129.25
2359,254.95
2360,1264.95
2361,1130.53
2362,1015.48
2363,1287.25
2364,184.39
2365,178.04
2366,1195.7
2367,1374.41
2368,1164.3
2369,1167.09
2370,1139.52
2371,1231.99
2372,1238.1
2373,1155.21
2374,1214.62
2375,1193.69
2376,1339.59
2377,1193.69
2378,1343.32
2379,1203.04
2380,1240.36
2381,1188.7
2382,1167.09
2383,1120.09
2384,1164.56
2385,1482.73
2386,1251.6
2387,327.57
2388,1354.84
2389,1229.19
2390,1334.17
2391,1252.52
2392,1158.84
2393,442.94
2394,1157.45
2395,1400.36
2396,1278.01
2397,1221.88
2398,1148.43
2399,1193.31
2400,1144.9
2401,1288.18
2402,1331.5
2403,1133.58
2404,1168.12
2405,1164.82
2406,1310.34
2407,1074.24
2408,1285.5
2409,1177.2
2410,1276.32
2411,1199.71
2412,1170.04
2413,1151.56
2414,1246.8
2415,1160.9
2416,1196.33
2417,1213.34
2418,1139.91
2419,1190.38
2420,1192.31
2421,1370.58
2422,72.11
2423,1154.86
2424,1283.16
2425,1240.36
2426,1208.8
2427,1180.68
2428,1179.87
2429,1219.39
2430,1117.59
2431,1130.31
2432,1160.17
2433,1282.22
2434,1177.2
2435,1126.41
2436,1158.84
2437,1269.05
2438,1331.54
2439,1380.04
2440,1143.37
2441,1143.37
2442,1149.78
2443,1155.21
2444,1269.09
2445,1116.06
2446,1244.03
2447,1162.76
2448,1145.47
2449,1540.29
2450,1182.29
2451,1258.97
2452,1350.93
2453,1180.68
2454,1279.06
2455,1239.44
2456,1288.76
2457,430.46
2458,1204.16
2459,1167.26
2460,1198.87
2461,1195.7
2462,1348.26
2463,1374.37
2464,1121.61
2465,1358.31
2466,1212.64
2467,1157.41
2468,1245.55
2469,1236.65
2470,277.85
2471,1223.85
2472,384.84
2473,1202.08
2474,1149.78
2475,1267.75
2476,1219.39
2477,1236.85
2478,1241.49
2479,1153.52
2480,1162.5
2481,1367.81
2482,1232.4
2483,1247.88
2484,1181.86
2485,1167.65
2486,1215.94
2487,1179.24
2488,1169.66
2489,1296.92
2490,1165.16
2491,1119.73
2492,64.03
2493,1163.62
2494,1363.67
2495,1251
2496,44.72
2497,1212.48
2498,1154.86
2499,1195.2
2500,1338.43
2501,1286
2502,1151.17
2503,1133.58
2504,1101.68
2505,1178.01
2506,1271.42
2507,1264.63
2508,1193.69
2509,1142.85
2510,1201.04
2511,1174.44
2512,1212.02
2513,1315.29
2514,1274.24
2515,1337.76
2516,1307.29
2517,1405.77
2518,1106.35
2519,1288.1
2520,1212.97
2521,1281.33
2522,1339.89
2523,337.34
2524,1216.06
2525,1210.17
2526,1269.09
2527,1226.42
2528,1238.59
2529,1130.18
2530,1193.4
2531,1170.85
2532,1115.44
2533,1234.71
2534,1290.04
2535,1206.73
2536,1268.11
2537,1145.29
2538,1224.83
2539,1100.18
2540,1188.7
2541,1198.54
2542,355.11
2543,1230.81
2544,1194.36
2545,1212.97
2546,67.08
2547,1300.5
2548,78.1
2549,1185.96
2550,1220.25
2551,1372.95
2552,1254.31
2553,1188.78
2554,1298.5
2555,1173.24
2556,1152.09
2557,1179.92
2558,1115.21
2559,1291.2
2560,1179.87
2561,1163.62
2562,1200.17
2563,1225.89
2564,1240.36
2565,1238.59
2566,1171.54
2567,1178.86
2568,1219.26
2569,1234.34
2570,1115.17
2571,1180.68
2572,1157.67
2573,1214.91
2574,1147.91
2575,1404.56
2576,1151.22
2577,1233.57
2578,1228.01
2579,1270.94
2580,1138.77
2581,1204.33
2582,1183.09
2583,1176.44
2584,1138.42
2585,1249.64
2586,1173.46
2587,1178.9
2588,357.35
2589,1185.33
2590,1138.77
2591,1113.06
2592,1159.53
2593,1148.43
2594,1092.93
2595,1244.03
2596,1145.43
2597,1195.03
2598,1256.86
2599,1183.3
2600,1170.34
2601,1319.13
2602,1186.97
2603,1315.9
2604,1252.52
2605,1277.69
2606,1167.26
2607,1137.19
2608,290.69
2609,1114.85
2610,1084.67
2611,1120.45
2612,1199.71
2613,1365.28
2614,1309.81
2615,1154.34
2616,1106.39
2617,1190.17
2618,1226.54
2619,1123.79
2620,1246.52
2621,1322.76
2622,1165.03
2623,1396.46
2624,1131.37
2625,1205.99
2626,1328.53
2627,1261.15
2628,1148.65
2629,1188.49
2630,1158.79
2631,1331.24
2632,1142.37
2633,1276.13
2634,1193.31
2635,1368.25
2636,1142.85
2637,1290.97
2638,1436.11
2639,1284.56
2640,1288.18
2641,58.31
2642,1255.75
2643,64.03
2644,1292.94
2645,1166.06
2646,1206.03
2647,1147.56
2648,1414
2649,1141.27
2650,1144.81
2651,313.21
2652,1244.87
2653,1151.09
2654,1118.93
2655,1282.22
2656,1236.93
2657,1086.32
2658,1081.67
2659,1151.56
2660,1223.85
2661,1341.34
2662,1126.14
2663,1226.13
2664,1270.59
2665,1356.5
2666,1207.39
2667,1311.03
2668,1130.04
2669,1208.8
2670,1136
2671,1229.31
2672,1242.78
2673,1118.93
2674,1229.19
2675,1261.78
2676,1299.88
2677,1197.08
2678,1200.33
2679,1154.34
2680,1124.14
2681,44.72
2682,1370.84
2683,1213.34
2684,1320.19
2685,1277.38
2686,1213.42
2687,1144.9
2688,1155.21
2689,1170.47
2690,1142.85
2691,1140.61
2692,1135.34
2693,286.01
2694,1276.32
2695,1244.83
2696,1414.21
2697,1455.61
2698,1196.41
2699,1132.17
2700,1183.43
2701,1205.53
2702,1164.82
2703,1200.17
2704,1416.05
2705,1154.34
2706,1147.39
2707,1270.16
2708,1305.99
2709,1132.3
2710,1195.41
2711,1409.43
2712,1405.77
2713,1231.67
2714,1160.39
2715,1323.22
2716,1322.01
2717,1244.71
2718,1207.02
2719,1044.46
2720,1235.68
2721,304.63
2722,1194.74
2723,1142.72
2724,1292.75
2725,1126.45
2726,1235.84
2727,1147.39
2728,1182.07
2729,1151.56
2730,1171.75
2731,1282.22
2732,1208.8
2733,1190.04
2734,1474.62
2735,1169.27
2736,1222.62
2737,1194.03
2738,1220.04
2739,1175.16
2740,1404.17
2741,1286.9
2742,367.7
2743,1208.8
2744,1181.86
2745,317.8
2746,1452.07
2747,1317.95
2748,1191.05
2749,1246.8
2750,1302.5
2751,1195.53
2752,1230.65
2753,1383.51
2754,1314
2755,1151.09
2756,1217.95
2757,1404.6
2758,1276.64
2759,1151.09
2760,1401.32
2761,1179.92
2762,1186.09
2763,1259.6
2764,1263.01
2765,1162.5
2766,1307.29
2767,1223.32
2768,1229.31
2769,1175.16
2770,1352.48
2771,1384.52
2772,1172.01
2773,1110.72
2774,1212.48
2775,1377.68
2776,1155.51
2777,1244.71
2778,1290.31
2779,1227.76
2780,1197.08
2781,1104.76
2782,1181.06
2783,1284.45
2784,1137.01
2785,438.63
2786,1287.25
2787,1385.21
2788,1114.27
2789,1212.48
2790,1186.8
2791,1316.05
2792,1315.52
2793,1222.87
2794,324.5
2795,1298.08
2796,1096.04
2797,1134.37
2798,1318.22
2799,63.25
2800,1157.63
2801,1334.54
2802,1246.8
2803,1243.26
2804,1188.7
2805,1051.09
2806,1186.97
2807,1118.79
2808,1209.5
2809,1194.74
2810,1409.43
2811,1439.62
2812,1269.09
2813,1474.72
2814,1142.15
2815,1320.04
2816,1168.29
2817,1180.68
2818,1263.96
2819,1164.69
2820,1129.29
2821,1153.17
2822,1265.07
2823,1111.26
2824,1130.18
2825,1149.65
2826,1161.08
2827,1186.8
2828,1082.31
2829,1227.76
2830,1279.1
2831,1394.45
2832,1364.84
2833,1113.06
2834,1130.18
2835,1329.66
2836,1192.69
2837,1095.54
2838,1132.78
2839,1161.03
2840,1152.48
2841,1138.99
2842,2178.3
2843,1133.58
2844,1192.31
2845,1156.24
2846,1216.59
2847,1250.32
2848,1179.92
2849,1193.69
2850,1168.46
2851,1201.54
2852,1209.5
2853,360.56
2854,1300
2855,1148.65
2856,1132.25
2857,1298.69
2858,1282.69
2859,1369.71
2860,1386
2861,1212.77
2862,1343.47
2863,1269.21
2864,1142.72
2865,1163.62
2866,1151.22
2867,1239.07
2868,1424.11
2869,1198.17
2870,1246.19
2871,1123.79
2872,1244.71
2873,1258.01
2874,1236.28
2875,1370.58
2876,1387.16
2877,1183.6
2878,1347.15
2879,1201.04
2880,1253.99
2881,1182.07
2882,1111.58
2883,1169.7
2884,1392.7
2885,1282.26
2886,1135.69
2887,111.8
2888,186.01
2889,133.42
2890,1200.17
2891,111.8
2892,156.2
2893,1223.32
2894,82.46
2895,80.62
2896,102.96
2897,1338.1
2898,1230.65
2899,1100.23
2900,1289.69
2901,1447.34
2902,1160
2903,1174.44
2904,1380.58
2905,1087.24
2906,1347.37
2907,1338.43
2908,1170.47
2909,1267.64
2910,1198.87
2911,1452.48
2912,1204.41
2913,1182.96
2914,1210.37
2915,1307.82
2916,1128.05
2917,1154.12
2918,1167.78
2919,1164
2920,322.49
2921,1229.72
2922,1140.39
2923,1309.43
2924,1370.58
2925,1159.74
2926,1411.74
2927,1199.21
2928,1181.4
2929,1391.76
2930,1186.8
2931,1168.12
2932,1231.67
2933,1190.38
2934,1161.08
2935,1138.99
2936,1318.98
2937,1210.17
2938,1122.94
2939,1129.29
2940,1161.03
2941,1084.16
2942,1220.25
2943,1154.21
2944,1214.95
2945,1248.88
2946,1196.41
2947,58.31
2948,1345.29
2949,50
2950,1168.25
2951,50
2952,1217.58
2953,1159.74
2954,1163.49
2955,1137.45
2956,1224.13
2957,1144.77
2958,1164
2959,1108.87
2960,1179.24
2961,1179.87
2962,1127.7
2963,1200.67
2964,1176.44
2965,1257.82
2966,1106.35
2967,1104.22
2968,1102.91
2969,1483.68
2970,1162.11
2971,44.72
2972,1123.08
2973,1150.04
2974,1168.12
2975,1242.01
2976,1086.65
2977,1216.55
2978,102.96
2979,1158.02
2980,80.62
2981,1258.97
2982,1163.62
2983,1214.91
2984,1185.62
2985,1186.97
2986,1251
2987,1326.39
2988,1230.45
2989,1224.95
2990,1312.1
2991,1198.54
2992,1287.63
2993,1245.31
2994,1142.37
2995,1262.54
2996,1303
2997,1257.66
2998,1213.34
2999,1174.78
3000,1234.06
3001,1110.18
3002,1275.62
3003,1199.21
3004,2015.86
3005,1116.65
3006,1206.03
3007,1184.06
3008,1207.02
3009,1208.39
3010,1137.45
3011,1308.17
3012,1160.39
3013,1389.24
3014,1228.01
3015,1266.25
3016,1222.99
3017,1226.91
3018,1198.08
3019,1348.33
3020,465.73
3021,1482.19
3022,1233.69
3023,1170.98
3024,1248.24
3025,1105.35
3026,1185.33
3027,1151.69
3028,1388.13
3029,1390.86
3030,1205.07
3031,1067.75
3032,1171.54
3033,1275.77
3034,1334.05
3035,1108.2
3036,1177.2
3037,1335.44
3038,1161.81
3039,1103.09
3040,1246.8
3041,1196.7
3042,1121.78
3043,1038.7
3044,376.43
3045,1351.48
3046,1187.27
3047,1247.24
3048,1109.41
3049,1176.61
3050,1256.86
3051,1246.19
3052,1255.75
3053,1174.14
3054,1286.31
3055,1281.41
3056,64.03
3057,78.1
3058,78.1
3059,992.47
3060,1256.86
3061,1429.48
3062,1196.16
3063,1461.54
3064,1178.81
3065,1157.32
3066,1115.08
3067,1172.73
3068,1331.95
3069,1185.62
3070,1230.04
3071,1178.01
3072,1347.29
3073,1218.4
3074,1138.77
3075,1121.61
3076,1232.23
3077,1485.7
3078,1226.42
3079,1102.23
3080,1200.75
3081,67.08
3082,1120.09
3083,1185.33
3084,1158.02
3085,1239.07
3086,1157.32
3087,1118.66
3088,1320.04
3089,1338.21
3090,1420.88
3091,1301.73
3092,1200
3093,1156.24
3094,1146.34
3095,1104.22
3096,1172.39
3097,1141.1
3098,1111.62
3099,1331.54
3100,1151.56
3101,344.09
3102,1100.64
3103,1163.87
3104,1416.76
3105,1273.18
3106,1108.6
3107,1158.02
3108,1395.17
3109,1265.7
3110,1160.9
3111,1126.06
3112,1322.8
3113,1250
3114,1074.48
3115,1091.1
3116,1318.48
3117,1136.49
3118,1207.02
3119,1249.64
3120,1364.73
3121,1158.02
3122,1170.34
3123,1350.74
3124,1176.52
3125,1244.03
3126,1264.63
3127,1128.05
3128,1112.88
3129,1166.62
3130,263.06
3131,1318.94
3132,1194.19
3133,1206.69
3134,1150
3135,1175.46
3136,1233.69
3137,1602.06
3138,1164.82
3139,1220.25
3140,1242.78
3141,1217.42
3142,1312.44
3143,1266.69
3144,1109.82
3145,1293.21
3146,1149.78
3147,1173.46
3148,1413.15
3149,1437.81
3150,278.57
3151,1130.31
3152,1281.91
3153,1176.61
3154,1181.27
3155,1243.1
3156,1176.86
3157,56.57
3158,1188.28
3159,1349.37
3160,1181.06
3161,1196.2
3162,1108.2
3163,1104.4
3164,1226.74
3165,1167.26
3166,1211.65
3167,1217.54
3168,1372.95
3169,1286.9
3170,1145.86
3171,1162.11
3172,1256.86
3173,1138.11
3174,1168.29
3175,1225.28
3176,1200.71
3177,1078.15
3178,1260.87
3179,1068.92
3180,1504.56
3181,1253.2
3182,1249.08
3183,1430.24
3184,1246.8
3185,1112.21
3186,1357.68
3187,1217.54
3188,1212.02
3189,1242.34
3190,1339.89
3191,1182.07
3192,1133.23
3193,1231.79
3194,1262.46
3195,1197.54
3196,1136
3197,1049.95
3198,320.16
3199,1221.56
3200,1274.24
3201,1096.59
3202,89.44
3203,1142.37
3204,130
3205,1294.68
3206,1226.74
3207,1205.03
3208,1190.04
3209,1320.98
3210,1240.4
3211,1127.12
3212,1201.08
3213,1257.82
3214,1210.83
3215,1229.19
3216,1166.19
3217,1475.13
3218,1234.91
3219,1247.4
3220,1140.18
3221,1154.12
3222,1222.99
3223,1373.17
3224,1151.69
3225,1124.46
3226,1078.15
3227,1254.31
3228,1286.9
3229,1163.87
3230,1162.11
3231,1198.54
3232,1220.25
3233,1298.08
3234,1167.26
3235,1252.84
3236,1284.72
3237,1272.01
3238,1235.56
3239,1206.15
3240,1201.54
3241,1207.39
3242,1126.45
3243,1161.81
3244,1224.3
3245,1144.77
3246,1164.99
3247,1109.82
3248,1182.29
3249,1157.45
3250,1141.1
3251,114.02
3252,1098.95
3253,1175.16
3254,1258.77
3255,1139.52
3256,1190.8
3257,1376.12
3258,1274.75
3259,1176.18
3260,1338.43
3261,1224.5
3262,1297.27
3263,1069.3
3264,1136
3265,1480.81
3266,1395.17
3267,1204.2
3268,1110.86
3269,1144.25
3270,1222.62
3271,1213.34
3272,1238.59
3273,1152.56
3274,1156.94
3275,1038.7
3276,1201.04
3277,1158.02
3278,1229.19
3279,1233.09
3280,1281.6
3281,1228.09
3282,1306.02
3283,1206.73
3284,1102.77
3285,1331.54
3286,1213.8
3287,1238.1
3288,1209.34
3289,1489.23
3290,1173.88
3291,1271.22
3292,1220.9
3293,1124.01
3294,1124.01
3295,1178.86
3296,1333.04
3297,1289.96
3298,50
3299,1201.54
3300,1170.68
3301,1232.23
3302,1094.81
3303,1210.83
3304,1172.73
3305,1391.76
3306,1180.04
3307,1335.4
3308,1061.04
3309,1218.24
3310,1093.71
3311,1177.12
3312,1348.52
3313,1162.11
3314,1168.25
3315,1215.11
3316,1107.25
3317,1118.26
3318,1181.91
3319,1309.24
3320,1288.91
3321,1128.05
3322,1296.53
3323,1177.2
3324,1048.09
3325,1183.09
3326,1032.47
3327,1115.21
3328,1234.06
3329,1237.94
3330,1215.94
3331,1243.38
3332,1216.59
3333,1228.01
3334,1344.62
3335,1152.56
3336,1261.47
3337,1340.78
3338,1177.2
3339,1257.18
3340,1263.72
3341,1269.09
3342,1207.02
3343,1299.88
3344,1128.98
3345,1186
3346,1203.41
3347,1142.37
3348,1231.67
3349,1192.81
3350,1118.3
3351,1266.69
3352,1093.85
3353,1229.67
3354,1156.76
3355,1159.53
3356,1210.17
3357,1244.83
3358,1293.21
3359,1132.52
3360,1128.94
3361,1131.72
3362,1437.36
3363,1255.39
3364,1251
3365,1343.32
3366,1089.04
3367,1356.36
3368,1314.88
3369,1329.1
3370,1239.76
3371,1283.9
3372,1278.01
3373,1190.38
3374,1261.51
3375,1186.09
3376,1358.23
3377,1243.26
3378,1202.08
3379,1190.04
3380,1232.27
3381,1218.52
3382,1467.69
3383,1152.48
3384,1144.9
3385,1226.13
3386,1288.45
3387,1204.16
3388,1158.02
3389,1120.71
3390,319.53
3391,1381.34
3392,1079.35
3393,1160.39
3394,1386.83
3395,1154.34
3396,1174.78
3397,1108.6
3398,1196.41
3399,1121.61
3400,1408.01
3401,1158.02
3402,1303.88
3403,1290.35
3404,1129.29
3405,1327.74
3406,1156.76
3407,1142.8
3408,1109.82
3409,1224.3
3410,1379.93
3411,1337.54
3412,1269.21
3413,1200.75
3414,1209.34
3415,1198.54
3416,1326.39
3417,1286.9
3418,1078.38
3419,1180.72
3420,1356.24
3421,1168.29
3422,1209.05
3423,1130.71
3424,1232.23
3425,1403.57
3426,1185.62
3427,1207.39
3428,1326.54
3429,1096.22
3430,1182.07
3431,1224.13
3432,1151.22
3433,1253.99
3434,1247.4
3435,1205.53
3436,1160.39
3437,1255.15
3438,1252.56
3439,1290.31
3440,1272.83
3441,1195.7
3442,1202.08
3443,1237.94
3444,1114.14
3445,1121.47
3446,1247.8
3447,319.53
3448,1212.64
3449,1221.47
3450,1200.75
3451,1295.3
3452,1308.63
3453,1374.19
3454,1136.35
3455,1274.75
3456,1305.99
3457,1193.31
3458,1095.63
3459,1305.41
3460,1164
3461,64.03
3462,1218.24
3463,80.62
3464,1264.36
3465,1118.93
3466,1334.05
3467,1156.76
3468,1434.02
3469,1302.69
3470,1128.94
3471,130.38
3472,1226.13
3473,1096.59
3474,1285.15
3475,1216.72
3476,1326.39
3477,1243.91
3478,1178.86
3479,1137.8
3480,1210.83
3481,1173.88
3482,1139.91
3483,1084.16
3484,1162.11
3485,1147.69
3486,1146.21
3487,1211.65
3488,1204.16
3489,1124.46
3490,1202.08
3491,1271.38
3492,1100.73
3493,1208.3
3494,1179.24
3495,1198.54
3496,1229.31
3497,1151.22
3498,1138.42
3499,1288.45
3500,1126.99
3501,1154.51
3502,1222.87
3503,1154.21
3504,1199.71
3505,1159.53
3506,1169.66
3507,1125.39
3508,1210.37
3509,1329.1
3510,1170.34
3511,1175.46
3512,1130.31
3513,1261.51
3514,1295.57
3515,1435.62
3516,1191.05
3517,1278.01
3518,1162.45
3519,1190
3520,1325.18
3521,1157.63
3522,1133.18
3523,1236.93
3524,1256.86
3525,1225.77
3526,1134.42
3527,1102.91
3528,1210.78
3529,1232.27
3530,1106.8
3531,1187.01
3532,1251.72
3533,1111.98
3534,1160.39
3535,2405.2
3536,1271.22
3537,1212.02
3538,1163.87
3539,1179.24
3540,1154.51
3541,1170.34
3542,1264.63
3543,1130.71
3544,1184.61
3545,1202.21
3546,1312.17
3547,1097.86
3548,1199.71
3549,1173.88
3550,1169.7
3551,1446.79
3552,1182.24
3553,1276.32
3554,1351.92
3555,1320.04
3556,1200.67
3557,1138.42
3558,1098.95
3559,1106.93
3560,1145.86
3561,1288.45
3562,1182.71
3563,1337.54
3564,1380.62
3565,1227.88
3566,1317
3567,1190.8
3568,1198.54
3569,1215.11
3570,1176.44
3571,1154.12
3572,1080.79
3573,1140.57
3574,1157.45
3575,1156.76
3576,1195.7
3577,1371.17
3578,1132.08
3579,50.99
3580,1163.87
3581,1277.81
3582,1339.59
3583,1190.38
3584,2446.63
3585,1341.23
3586,1170.68
3587,1208.8
3588,1348.93
3589,1102.23
3590,1260.63
3591,1504.56
3592,1247.88
3593,1207.02
3594,1273.89
3595,1188.49
3596,1463.28
3597,1390.86
3598,64.03
3599,1164.56
3600,1262.42
3601,72.11
3602,1296.92
3603,1226.74
3604,1252.52
3605,1274.75
3606,1297.57
3607,1212.77
3608,1142.02
3609,1171.37
3610,1227.23
3611,1311.26
3612,1097.68
3613,1307.29
3614,1141.1
3615,1209.34
3616,1329.81
3617,1188.7
3618,1226.54
3619,1193.65
3620,1142.72
3621,1199.54
3622,1357.24
3623,1170.17
3624,1141.27
3625,966.75
3626,1326.2
3627,1175.46
3628,1168.12
3629,1171.54
3630,1153.95
3631,1176.61
3632,1182.96
3633,67.08
3634,70.71
3635,1143.9
3636,63.25
3637,1296.19
3638,1190.13
3639,1281.6
3640,1156.76
3641,1136.49
3642,1246.8
3643,1136
3644,1186.97
3645,1200.71
3646,1355.32
3647,1381.59
3648,1331.95
3649,1222.99
3650,1174.78
3651,1148.56
3652,1244.23
3653,1153.78
3654,1114.27
3655,1145.29
3656,1111.58
3657,1452.07
3658,1225.77
3659,1206.03
3660,1226.42
3661,1277.58
3662,1146.12
3663,1146.34
3664,1469.86
3665,1168.12
3666,1290.77
3667,1261.51
3668,92.2
3669,1308.63
3670,92.2
3671,1162.45
3672,1142.37
3673,1108.87
3674,1257.18
3675,1108.6
3676,1237.13
3677,1266.06
3678,1212.02
3679,1425.24
3680,1288.6
3681,1220.04
3682,1123.79
3683,1364.73
3684,1406.31
3685,1156.24
3686,1208.3
